code,name,type
A02.003,"retropepsin (simian immunodeficiency virus)",alternative
A02.004,"equine infectious anaemia virus retropepsin",real
A02.004,"retropepsin (equine infectious anaemia virus)",alternative
A02.005,"bovine immunodeficiency virus retropepsin",real
A02.005,"retropepsin (bovine immunodeficiency virus)",alternative
A02.006,"Visna lentivirus-type retropepsin",real
A02.006,"retropepsin (Visna lentivirus)",alternative
A02.007,"feline immunodeficiency virus retropepsin",real
A02.007,"retropepsin (feline immunodeficiency virus)",alternative
A02.008,"murine leukemia virus-type retropepsin",real
A02.008,"Moloney murine leukemia virus-type retropepsin",alternative
A02.008,"retropepsin (Moloney murine leukemia virus)",alternative
A02.008,"xenotropic murine leukemia virus-related virus (XMRV) retropepsin",alternative
A02.009,"Mason-Pfizer leukemia virus retropepsin",real
A02.009,"squirrel monkey retrovirus protease",alternative
A02.009,"retropepsin (Mason-Pfizer leukemia virus)",alternative
A02.009,"rhesus monkey immunodeficiency virus retropepsin",alternative
A02.009,"retropepsin (rhesus monkey immunodeficiency virus)",alternative
A02.010,"mouse mammary tumor virus retropepsin",real
A02.010,"retropepsin (mouse mammary tumor virus)",alternative
A02.011,"human endogenous retrovirus K retropepsin",real
A02.011,"human endogenous retrovirus K10 endopeptidase",alternative
A02.011,"HERV K10 endopeptidase",alternative
A02.012,"retropepsin (human T-cell leukemia virus)",real
A02.012,"simian T-cell leukemia virus endopeptidase",alternative
A02.012,"human T-cell lymphotropic virus 1 protease",alternative
A02.012,"HTLV-1 protease",alternative
A02.012,"simian T-cell leukemia virus endopeptidase",index
A02.013,"bovine leukemia virus retropepsin",real
A02.013,"retropepsin (bovine leukemia virus)",alternative
A02.015,"Rous sarcoma virus retropepsin",real
A02.015,"avian myeloblastosis virus retropepsin",alternative
A02.015,"avian sarcoma virus endopeptidase",alternative
A02.015,"RSV protease",alternative
A02.015,"retropepsin (Rous sarcoma virus)",alternative
A02.015,"avian leucosis virus endopeptidase",alternative
A02.015,"retropepsin (avian myeloblastosis virus)",alternative
A02.015,"sarcoma virus endopeptidase, avian",index
A02.016,"intracisternal A-particle retropepsin",real
A02.016,"retropepsin (intracisternal A-particle)",alternative
A02.018,"simian T-cell lymphotropic virus retropepsin",real
A02.018,"retropepsin (simian T-cell lymphotropic virus)",alternative
A02.019,"multiple-sclerosis-associated retrovirus retropepsin",real
A02.019,"retropepsin (multiple-sclerosis-associated retrovirus)",alternative
A02.020,"porcine endogenous retrovirus peptidase",real
A02.020,"porcine endogenous retrovirus protease",alternative
A02.020,"PERV protease",index
A02.021,"Gypsy transposon peptidase",real
A02.021,"MDG4 retrotransposon",alternative
A02.022,"Ty3 transposon peptidase",real
A02.024,"rabbit endogenous retrovirus endopeptidase",real
A02.024,"RERV-H virus protease",alternative
A02.051,"retrotransposon peptidase ({Schizosaccharomyces pombe})",real
A02.051,"{Schizosaccharomyces pombe} retrotransposon Tf1 retropepsin",alternative
A02.051,"{Schizosaccharomyces pombe} retrotransposon Tf2 retropepsin",alternative
A02.051,"Tf1 retrotransposon retropepsin ({Schizosaccharomyces pombe})Tf2 retrotransposon retropepsin ({Schizosaccharomyces pombe})",index
A02.052,"retrotransposon 17.6 peptidase",real
A02.052,"Tv1 retrotransposon ({Drosophila virilis}) endopeptidase",alternative
A02.053,"S71-related human endogenous retropepsin",real
A02.053,"endogenous retropepsin, human S71-relatedretropepsin, human endogenous S71-related",index
A02.054,"Osvaldo retrotransposon peptidase",real
A02.055,"RTVL-H-type putative peptidase",real
A02.056,"human endogenous retrovirus retropepsin homologue 1",real
A02.056,"Mername-AA115 peptidase",alternative
A02.056,"retropepsin homologue 1 of human endogenous retrovirus",index
A02.057,"human endogenous retrovirus retropepsin homologue 2",real
A02.057,"Mername-AA116 peptidase",alternative
A02.057,"retropepsin homologue 2 of human endogenous retrovirus",index
A02.060,"type D-like endogenous retrovirus peptidase ({Mus musculus})",real
A02.060,"type D-like endogenous retrovirus protease ({Mus musculus})",alternative
A02.061,"Ulysses retrotransposon retropepsin",real
A02.061,"retropepsin of Ulysses retrotransposon ({Drosophila virilis})",index
A02.062,"TED retrotransposon peptidase ({Trichoplusia ni})",real
A02.063,"walleye dermal sarcoma virus retropepsin",real
A02.P01,"endogenous retrovirus retropepsin pseudogene 1 ({Homo sapiens} chromosome 14)",real
A02.P02,"endogenous retrovirus retropepsin pseudogene 2 ({Homo sapiens} chromosome 8)",real
A02.P03,"endogenous retrovirus retropepsin pseudogene 3 ({Homo sapiens} chromosome 17)",real
A02.P04,"endogenous retrovirus retropepsin pseudogene 5 ({Homo sapiens} chromosome 12)",real
A02.P05,"endogenous retrovirus retropepsin pseudogene 6 ({Homo sapiens} chromosome 7)",real
A02.P06,"endogenous retrovirus retropepsin pseudogene 7 ({Homo sapiens} chromosome 6)",real
A02.P07,"endogenous retrovirus retropepsin pseudogene 8 ({Homo sapiens} chromosome Y)",real
A02.P08,"endogenous retrovirus retropepsin pseudogene 9 ({Homo sapiens} chromosome 19)",real
A02.P09,"endogenous retrovirus retropepsin pseudogene 10 ({Homo sapiens} chromosome 12)",real
A02.P10,"endogenous retrovirus retropepsin pseudogene 11 ({Homo sapiens} chromosome 17)",real
A02.P11,"endogenous retrovirus retropepsin pseudogene 12 ({Homo sapiens} chromosome 11)",real
A02.P12,"endogenous retrovirus retropepsin pseudogene 13 ({Homo sapiens} chromosome 2 and similar)",real
A02.P13,"endogenous retrovirus retropepsin pseudogene 14 ({Homo sapiens} chromosome 2)",real
A02.P14,"endogenous retrovirus retropepsin pseudogene 15 ({Homo sapiens} chromosome 4)",real
A02.P15,"endogenous retrovirus retropepsin pseudogene 16",real
A02.P15,"endogenous retrovirus retropepsin pseudogene 16 ({Homo sapiens} chromosome 4)",alternative
A02.P16,"endogenous retrovirus retropepsin pseudogene 17 ({Homo sapiens} chromosome 8)",real
A02.P17,"endogenous retrovirus retropepsin pseudogene 18 ({Homo sapiens} chromosome 4)",real
A02.P18,"endogenous retrovirus retropepsin pseudogene 19 ({Homo sapiens} chromosome 16)",real
A02.P19,"endogenous retrovirus retropepsin pseudogene 21 ({Homo sapiens})",real
A02.P20,"endogenous retrovirus retropepsin pseudogene 22 ({Homo sapiens} chromosome X)",real
A02.UNA,"subfamily A2A non-peptidase homologues",real
A02.UNB,"subfamily A2B non-peptidase homologues",real
A02.UNC,"subfamily A2D non-peptidase homologues",real
A02.UNC,"retrotransposon peptidase homologue ({Trichoplusia ni})",alternative
A02.UND,"subfamily A2D non-peptidase homologues",real
A02.UND,"retrotransposon endopeptidase homologue ({Drosophila melanogaster})",alternative
A02.UNW,"family A2 non-peptidase homologues",real
A02.UPA,"subfamily A2A unassigned peptidases",real
A02.UPB,"subfamily A2B unassigned peptidases",real
A02.UPC,"subfamily A2C unassigned peptidases",real
A02.UPC,"retrotransposon ZAM proteinase ({Drosophila melanogaster})",alternative
A02.UPD,"subfamily A2D unassigned peptidases",real
A02.UPD,"retrotransposon endopeptidase ({Drosophila melanogaster})",alternative
A02.UPE,"subfamily A2E unassigned peptidases",real
A02.UPE,"murine endogenous retrovirus retropepsin",alternative
A02.UPF,"subfamily A2F unassigned peptidases",real
A02.UPG,"subfamily A2G unassigned peptidases",real
A02.UPW,"family A2 unassigned peptidases",real
A02.UPW,"human endogenous retrovirus-H retropepsin",alternative
A02.UPW,"retrotransposon 297 ({Drosophila melanogaster}) endopeptidase",alternative
A02.UPW,"retrotransposon 412 ({Drosophila melanogaster}) endopeptidase",alternative
A02.UPW,"Pyret retrotransposon ({Mangaporthe grisea}) endopeptidase",alternative
A02.UPW,"human endogenous retroviral element-H retropepsinHERV-H retropepsin",index
A03.001,"cauliflower mosaic virus-type peptidase",real
A03.001,"plant pararetrovirus aspartic endopeptidase",alternative
A03.001,"aspartic endopeptidase, plant pararetroviruspararetrovirus aspartic endopeptidase (plant)aspartic endopeptidase (plant pararetrovirus)",index
A03.002,"bacilliform virus peptidase",real
A03.002,"bacilliform virus protease",alternative
A03.002,"rice tungro bacilliform virus protease",alternative
A03.002,"sugarcane bacilliform virus protease",alternative
A03.003,"banana streak virus peptidase",real
A03.003,"banana streak virus protease",alternative
A03.004,"Commelina yellow mottle virus peptidase",real
A03.004,"Commelina yellow mottle virus protease",alternative
A03.005,"cassava vein mosaic virus-type peptidase",real
A03.006,"retrotransposon peptidase ({Nicotiana}-type)",real
A03.UNW,"family A3 non-peptidase homologues",real
A03.UPA,"subfamily A3A unassigned peptidases",real
A03.UPB,"subfamily A3B unassigned peptidases",real
A03.UPW,"family A3 unassigned peptidases",real
A05.001,thermopsin,real
A05.001,"SsMTP ({Sulfolobus solfataricus})",alternative
A05.UPW,"family A5 unassigned peptidases",real
A08.001,"signal peptidase II",real
A08.001,"leader peptidase II",alternative
A08.001,"lspA g.p. ({Escherichia coli})",alternative
A08.001,"premurein leader peptidase",alternative
A08.001,"prolipoprotein-leader peptidase",alternative
A08.001,"prolipoprotein signal peptidase",alternative
A08.001,"leader peptidase, premureinleader peptidase, prolipoproteinsignal peptidase, prolipoprotein",index
A08.UNW,"family A8 non-peptidase homologues",real
A08.UPW,"family A8 unassigned peptidases",real
A09.001,spumapepsin,real
A09.001,"human spumaretrovirus polyprotein peptidase",alternative
A09.001,"foamy virus polyprotein peptidase",alternative
A09.001,"polyprotein peptidase (human spumaretrovirus)monkey foamy virus polyprotein peptidasepolyprotein peptidase (simian foamy virus)",index
A09.UPW,"family A9 unassigned peptidases",real
A09.UPW,"polyprotein peptidase (feline foamy virus)",alternative
A11.001,"Copia transposon peptidase",real
A11.002,"Tnt1 retrotransposon (plant) peptidase",real
A11.002,"retrotransposon Tnt1 ({Nicotiana}) endopeptidase",index
A11.003,"Ty1 transposon peptidase",real
A11.003,"transposon Ty1 ({Saccharomyces cerevisiae}) endopeptidase",index
A11.004,"Evelknievel retrotransposon peptidase",real
A11.004,"Retrofit transposon peptidase",alternative
A11.004,"retrotransposon Evelknievel endopeptidaseretrotransposon Retrofit endopeptidase",index
A11.005,"Melmoth transposon peptidase",real
A11.005,"retrotransposon Melmoth endopeptidase",index
A11.051,"SIRE-1 peptidase",real
A11.UNA,"subfamily A11A non-peptidase homologues",real
A11.UNB,"subfamily A11B non-peptidase homologues",real
A11.UNW,"family A11 non-peptidase homologues",real
A11.UPA,"subfamily A11A unassigned peptidases",real
A11.UPA,"Tca5 retrotransposon ({Candid albicans}) peptidase",alternative
A11.UPA,"Ty5 retrotransposon ({Saccharomyces cerevisiae}) peptidase",alternative
A11.UPB,"subfamily A11B unassigned peptidases",real
A11.UPW,"family A11 unassigned peptidases",real
A11.UPW,"easel g.p. ({Salmo} sp.)",alternative
A11.UPW,"Tgmr retrotransposon peptidase ({Glycine max})",alternative
A11.UPW,"BARE-1 retrotransposon peptidase ({Hordeum vulgare})",alternative
A11.UPW,"Osser retrotransposon peptidase ({Volvox})",alternative
A11.UPW,"Panzee retrotransposon peptidase ({Cajanus cajan L})",alternative
A11.UPW,"Sushi retrotransposon peptidase ({Fugu rubripes})",alternative
A11.UPW,"Zebedee retrotransposon peptidase ({Aedes aegypti})",alternative
A22.001,"presenilin 1",real
A22.001,minilin,alternative
A22.001,PS1,alternative
A22.001,"PSEN1 g.p. ({Homo sapiens})",alternative
A22.001,"Alzheimer&rsquo;s disease gamma-secretase (putative)secretase, gamma (putative), Alzheimer disease",index
A22.002,"presenilin 2",real
A22.002,PS2,alternative
A22.002,"PSEN2 g.p. ({Homo sapiens})",alternative
A22.002,"Alzheimer&rsquo;s disease gamma-secretase (putative)secretase, gamma (putative), Alzheimer disease",index
A22.003,"impas 1 peptidase",real
A22.003,"AtSPP ({Arabidopsis thaliana})",alternative
A22.003,"HM13 g.p. ({Homo sapiens})",alternative
A22.003,IMP1,alternative
A22.003,"intramembrane protease 1",alternative
A22.003,"minor histocompatibility antigen H13",alternative
A22.003,"CG11840 g. p. ({Drosophila melanogaster})",alternative
A22.003,"Shanti protein ({Drosophila melanogaster})",alternative
A22.003,"signal peptide peptidase",alternative
A22.003,"SPP peptidase",alternative
A22.003,PSH3,alternative
A22.003,"presenilin homologue-3",alternative
A22.004,"signal peptide peptidase-like protein 2B",real
A22.004,"impas 4 peptidase",alternative
A22.004,IMP4,alternative
A22.004,"intramembrane protease 4",alternative
A22.004,PSH4,alternative
A22.004,"presenilin homologue-4",alternative
A22.004,"SPPL2b protein",alternative
A22.004,"SPPL2B g.p. ({Homo sapiens})",alternative
A22.005,"impas 2 peptidase",real
A22.005,"AtSPPL1 ({Arabidopsis thaliana})",alternative
A22.005,"CG17370 protein ({Drosophila melanogaster})",alternative
A22.005,IMP2,alternative
A22.005,"intramembrane protease 2",alternative
A22.005,"SPPL3 protein",alternative
A22.005,PSH1,alternative
A22.005,"presenilin homologue-1",alternative
A22.006,"signal peptide peptidase-like protein 2C",real
A22.006,"impas 5 peptidase",alternative
A22.006,IMP5,alternative
A22.006,"intramembrane protease 5",alternative
A22.006,"KIAA1532-like protein",alternative
A22.006,PSH2,alternative
A22.006,"presenilin homologue-2",alternative
A22.006,"SPPL2C g.p. ({Homo sapiens})",alternative
A22.007,"signal peptide peptidase-like protein 2A",real
A22.007,IMP3,alternative
A22.007,"impas 3 peptidase",alternative
A22.007,"intramembrane protease 3",alternative
A22.007,"Mername-AA138 putative peptidase",alternative
A22.007,"RIKEN cDNA 2010106G01 ({Mus musculus})",alternative
A22.007,PSH5,alternative
A22.007,"presenilin homologue-5",alternative
A22.007,"SPPL2A g.p. ({Homo sapiens})",alternative
A22.008,"yeast presenilin fold 1",real
A22.008,"yeast presenilin fold 1",alternative
A22.008,"YKL100c protein",alternative
A22.008,YPF1,alternative
A22.009,"SEL-12 peptidase ({Caenorhabditis}-type)",real
A22.010,"hop-1 peptidase",real
A22.012,"SPE-4 peptidase",real
A22.013,"mSPP peptidase ({Plasmodium}-type)",real
A22.013,PfSPP,alternative
A22.014,"Psn peptidase ({Drosophila}-type)",real
A22.014,dmps,alternative
A22.014,dps,alternative
A22.015,"intramembrane aspartyl peptidase ({Methanoculleus marisnigri} JR1)",real
A22.015,"MCMJR1 peptidase ({Methanoculleus marisnigri})",alternative
A22.015,"presenilin homolog PSH1",alternative
A22.A01,"AtPS1 protein ({Arabidopsis thaliana})",real
A22.A01,"At1g08700 ({Arabidopsis thaliana})-type peptidase",alternative
A22.A02,"AtPS2 protein ({Arabidopsis thaliana})",real
A22.A02,"At2g29900 ({Arabidopsis thaliana})-type peptidase",alternative
A22.A03,"At1g01650 ({Arabidopsis thaliana})",real
A22.A03,"AtSPPL4 ({Arabidopsis thaliana})",alternative
A22.A04,"At1g05820 ({Arabidopsis thaliana})",real
A22.A04,"AtSPPL5 ({Arabidopsis thaliana})",alternative
A22.A05,"At1g63690 ({Arabidopsis thaliana})",real
A22.A05,"AtSPPL2 ({Arabidopsis thaliana})",alternative
A22.A06,"At2g43105 ({Arabidopsis thaliana})-type peptidase",real
A22.A06,"AtSPPL3 ({Arabidopsis thaliana})",alternative
A22.A07,"imp-3 g.p. ({Caenorhabditis elegans})",real
A22.A08,"imp-1 g.p. ({Caenorhabditis elegans})",real
A22.A08,"C36B1.12 ({Caenorhabditis elegans})",alternative
A22.A09,"psenA ({Dictyostelium discoideum})",real
A22.A10,"psenB ({Dictyostelium discoideum})",real
A22.A11,"SPAC25B8.17 ({Schizosaccharomyces pombe})",real
A22.A12,"DDB_G0292836 ({Dictyostelium discoideum})",real
A22.A13,"DDB_G0287521 ({Dictyostelium discoideum})",real
A22.A14,"At4g33410 g.p. ({Arabidopsis thaliana})",real
A22.A15,"At2g03120 g.p. ({Arabidopsis thaliana})",real
A22.P01,"possible family A22 pseudogene ({Homo sapiens} chromosome 18)",real
A22.P02,"possible family A22 pseudogene ({Homo sapiens} chromosome 11)",real
A22.UNA,"subfamily A22A non-peptidase homologues",real
A22.UNB,"subfamily A22B non-peptidase homologues",real
A22.UNW,"family A22 non-peptidase homologues",real
A22.UPA,"subfamily A22A unassigned peptidases",real
A22.UPB,"subfamily A22B unassigned peptidases",real
A22.UPW,"family A22 unassigned peptidases",real
A24.001,"type 4 prepilin peptidase 1",real
A24.001,"CofP g.p. ({Escherichia coli})",alternative
A24.001,"fimP g.p. ({Dichelobacter nodosus})",alternative
A24.001,"gspO g.p. ({Escherichia coli})",alternative
A24.001,"leader peptidase 3",alternative
A24.001,"PilD g.p. ({Pseudomonas aeruginosa})",alternative
A24.001,"type IV prepilin peptidase",alternative
A24.001,"pppA g.p. ({Escherichia coli})",alternative
A24.001,"PulO g.p. ({Klebsiella pneumoniae})",alternative
A24.001,"tcpJ g.p. ({Vibrio cholerae})",alternative
A24.001,"type four prepilin peptidase",alternative
A24.001,TFPP,alternative
A24.001,"VcpD g.p. ({Vibrio cholerae})",alternative
A24.001,"VvpD g.p. ({Vibrio vulnificus})",alternative
A24.001,"prepilin type IV peptidaseTFPP",index
A24.003,"type 4 prepilin peptidase 2",real
A24.003,"HopD g.p. ({Escherichia coli})",alternative
A24.003,"GspO g.p. ({Escherichia coli})",alternative
A24.016,"FlaK peptidase",real
A24.016,"FlaK g.p. ({Methanococcus} sp.)",alternative
A24.016,"PibD ({Haloferax volcanii})",alternative
A24.016,"preflagellin peptidase",alternative
A24.017,"PibD peptidase",real
A24.018,"EppA peptidase",real
A24.018,"EppA g.p. ({Methanococcus} sp.)",alternative
A24.019,"ComC peptidase",real
A24.A01,"PppA protein ({Escherichia coli})",real
A24.A10,"gspO g.p. ({Escherichia coli})",real
A24.A10,hofD,alternative
A24.A10,hopD,alternative
A24.A10,hopO,alternative
A24.A10,"yheC g.p. ({Escherichia coli})",alternative
A24.UNA,"subfamily A24A non-peptidase homologues",real
A24.UNB,"subfamily A24B non-peptidase homologues",real
A24.UNW,"family A24 non-peptidase homologues",real
A24.UPA,"subfamily A24A unassigned peptidases",real
A24.UPA,"FppA g.p. ({Pseudomonas aeruginosa})",alternative
A24.UPA,"PilU g.p. (plasmid R64)",alternative
A24.UPA,"TadV g.p. ({Actinobacillus actinomycetemcomitans})",alternative
A24.UPB,"subfamily A24B unassigned peptidases",real
A24.UPW,"family A24 unassigned peptidases",real
A24.UPW,"LngP protein ({Escherichia coli})",alternative
A24.UPW,"signal peptidase III",alternative
A25.001,"gpr peptidase",real
A25.001,"germination protease (bacterial)",alternative
A25.001,"gpr g.p. ({Bacillus megaterium})",alternative
A25.001,"gpr protease",alternative
A25.001,"spore protease",alternative
A25.UNW,"family A25 non-peptidase homologues",real
A25.UPW,"family A25 unassigned peptidases",real
A26.001,omptin,real
A26.001,"OmpT g.p. ({Escherichia coli})",alternative
A26.001,"OmpTp g.p. ({Escherichia coli})",alternative
A26.001,"protease VII ({Escherichia coli})",alternative
A26.001,"protease 7 ({Citrobacter rodentium})",alternative
A26.001,"protease A",alternative
A26.002,"OmpP peptidase",real
A26.002,"CroP peptidase ({Citrobacter rodentium})",alternative
A26.003,"plasminogen activator Pla",real
A26.003,coagulase,alternative
A26.003,"endopeptidase pla",alternative
A26.003,"Epo peptidase ({Erwinia pyrifoliae})",alternative
